ID;Site;Latitude ;Longitude ;Exact location ;Literary source;Site type;Min_date;Max_date;Bibliography - title nr. 1 ;DOI;Bibliography - title nr. 2 ;DOI;Notes
986;Samaria - cave ;35,297832;23,956851;Y;;settlement;201;824;ΑΔ Β2 Χρονικά 37 (1982);;;;
987;Samaria - cave ;35,297832;23,956851;Y;;settlement;961;1205;ΑΔ Β2 Χρονικά 37 (1982);;;;
988;Sarakina (Selino) Archaggelos;35,300969;23,676954;Y;;church;401;700;Andrianakes, Michales G. and Giapitsoglou, Kostas D. 2014. Christianika mnemeia tes Kretes. Heraklion. ;;;;
989;Sargou Kefala - Skopeli - SE Crete 31 ;35,023531;26,13506;Y;;settlement;301;824;Poulou-Papademetriou, Natalia. 1995. Le monastère byzantine à Pseira-Crète: la céramique, in Akten des XII Internationalen Kongresses fűr Christliche Archäologie, Bonn 22-28 September 1991, Teil 2, Jahrbuch fűr Antike und Christentum 202, Műnster, 1119-1131.;;;;
990;Sargou Kefala - Skopeli - SE Crete 31 ;35,023531;26,13506;Y;;settlement;961;1205;Poulou-Papademetriou, Natalia. 1995. Le monastère byzantine à Pseira-Crète: la céramique, in Akten des XII Internationalen Kongresses fűr Christliche Archäologie, Bonn 22-28 September 1991, Teil 2, Jahrbuch fűr Antike und Christentum 202, Műnster, 1119-1131.;;;;
991;Sellia - Ag. Ioannis;35,204032;24,380696;Y;;church;961;1205;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;;;
992;Sfaka;35,154531;25,923232;Y;;settlement;201;300;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
993;Sfaka;35,154531;25,923232;Y;;settlement;1101;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
994;Sfakos - Ag. Antonios;35,314832;23,704983;Y;;church;961;1205;author΄s observation ;;;;
995;Silamos;35,268819;25,149683;Y;Y;city;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
996;Siteia ;35,208666;26,104056;Y;;settlement\church;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;
997;Siteia ;35,208666;26,104056;Y;;settlement\church;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;
998;Siteia (Custom station - cinema Minoa);35,206332;26,103837;Y;;settlement;201;824;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
999;Siteia (Custom station - cinema Minoa);35,206332;26,103837;Y;;settlement;961;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
1000;Sivas ;35,018389;24,807565;N;Y;settlement\cemetery;201;700;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;St. John Xenos was born, name of Arabic origin. Ag. Paraskevi church - first half of 14th c. frescoes
1001;Sivas;35,018389;24,807565;N;Y;settlement\cemetery;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;St. John Xenos was born, name of Arabic origin. Ag. Paraskevi church - first half of 14th c. frescoes
1002;Sivas - FES 32;35,023024;24,802758;Y;;settlement;201;500;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1003;Sivas - FES 32;35,023024;24,802758;Y;;settlement;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1004;Sivas - FES 91;35,012603;24,819517;Y;;settlement;201;700;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1005;Sivas- FES 37;35,025444;24,819217;Y;;cemetery;301;600;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1006;Skafes - Agios Ioannis (Asi Gonia);35,272583;24,286501;Y;;settlement\church ;301;824;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;;;
1007;Skafes - Agios Ioannis (Asi Gonia);35,272583;24,286501;Y;;settlement\church ;961;1205;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;;;
1008;Skala Palaiochoras - AKS PL4;35,495579;24,162595;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1009;Skala Palaiochoras - AKS PL4;35,495579;24,162595;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1010;Skalani aquaduct;35,284519;25,16595;Y;;water construction;301;500;Hood, Sinclair and D. Smyth. 1981. Archaeological Survey of the Knossos Area. Athens, British School at Athens.  Supplement 14.;;;;
1011;Skinoplokas - AKS MR7;35,501173;24,16782;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1012;Skolakas (Melidoni);35,384285;24,737196;Ν;;settlement;201;824;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;coordinates: approx.
1013;Skolakas (Melidoni);35,384285;24,737196;N;;settlement;961;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
1014;Skordyliana;35,47365;23,777571;N;;settlement\church;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;near the village Glossa
1015;Smiles ;35,226896;24,197755;Y;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1016;Sotiras Christos - Plemeniana;35,325437;23,725549;Υ;;church;313;600;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;
1017;Sotiras Christos - Plemeniana;35,325437;23,725549;Y;;church;961;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;
1018;Sotiras Christos - Vlithias ;35,384185;24,737196;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
1019;Sougia - Lissos - Ag. Kirikos or Ai Kirkos;35,2427;23,785225;Y;;church;301;824;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
1020;Sougia - Lissos - Ag. Kirikos or Ai Kirkos;35,2427;23,785225;Y;;church;961;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
1021;Spaniakos - Ag. Georgios;35,274235;23,692438;Υ;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
1022;Spili - Moni Timiou Stavrou Vosakou ;35,385988;24,841656;Υ;;monastery;1101;1205;AΔ 55 (2000);;;;
1023;Spina Longa ;35,297145;25,738439;Υ;;cistern\port                ;201;300;Makrakes, Manolis. 2009. Elounda. E istoria tes mesa apo ten istoria tew Kretes. Elounda. ;;;;
1024;Spina Longa ;35,297145;25,738439;Υ;;cistern\port                ;701;900;Makrakes, Manolis. 2009. Elounda. E istoria tes mesa apo ten istoria tew Kretes. Elounda. ;;;;
1025;Spina Longa ;35,297145;25,738439;Υ;;cistern\port                ;1101;1205;Makrakes, Manolis. 2009. Elounda. E istoria tes mesa apo ten istoria tew Kretes. Elounda. ;;;;
1026;Sta Lenika - KAS57;35,118758;25,854265;Y;;settlement;301;700;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv78;;;
1027;Stamnoi Pediados ;35,26921;25,239653;Y;;settlement;1101;1205;ΑΔ 61 (2006);;;;
1028;Stavromenos;35,383708;24,593744;Y;;settlement\cemetery;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;coordinates: village center
1029;Sternes;35,503995;24,159233;Y;;cemetery\church\city;301;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;Sepuchral hypogaea, official site ΥΠΠΟ/ΑΡΧ/Α1/Φ25/5545/261
1030;Sternes;35,503995;24,159233;Y;;cemetery\church\city\settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;
1031;Stournalo (Kato Metochi);35,196177;25,424939;Y;;settlement;201;824;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;;;
1032;Stylos;35,432935;24,124285;Y;;settlement\church;961;1205;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;S of Aptera, metochi of Patmos, monastery established 1088, church of Panagia Zerviotisa - 11th - 12th c., Ag. Ioannis sto Stylo: frescoes 1271 - 1280 
1033;Stylos (Ag. Ioannis - Ag. Nikolaos);35,435112;24,12544;Y;;church;313;824;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
1034;Stylos (Ag. Ioannis - Ag. Nikolaos);35,435112;24,12544;Y;;church;961;1205;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
1035;Suia (Sougia);35,249134;23,811091;Y;Y;city\port\cemetery\church                       ;201;1205;AΔ 55 (2000);;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;harbour of the inlad town Elyros, official site: Αριθ. 21220
1036;Sybrita - Agia Foteini;35,25514;24,633455;Y;;settlement;201;824;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;"Belgiorno, M. R. 1994. Ricognizione nel territorio dell’ antica Sybrita. in L. Rocchetti (ed.),
Sybrita. La valle di Amari fra Bronzo e Ferro. Incunabula Graeca 96, Roma, 201-227.";;
1037;Sybrita - Agia Foteini;35,25514;24,633455;Y;;settlement;961;1205;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;"Belgiorno, M. R. 1994. Ricognizione nel territorio dell’ antica Sybrita. in L. Rocchetti (ed.),
Sybrita. La valle di Amari fra Bronzo e Ferro. Incunabula Graeca 96, Roma, 201-227.";;
1038;Sybrita - Koimisi Theotokou;35,25819;24,642846;Y;;church;401;824;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;
1039;Sybrita (contemporary Thronos);35,25879;24,642832;Y;Y;city\church\fortification ;201;824;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
1040;Sybrita (contemporary Thronos);35,25879;24,642832;Y;Y;city\church\fortification ;1001;1100;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
1041;Tarras/Gyalos (Agia Roumeli);35,230552;23,963589;Y;Y;cemetery\church        ;201;824;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;official site ΥΠΠΟ/ΑΡΧ/Φ31/36852/2842, 21220
1042;Tarras/Gyalos (Agia Roumeli);35,230552;23,963589;Y;Y;cemetery\church        ;1101;1205;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;official site ΥΠΠΟ/ΑΡΧ/Φ31/36852/2842, 21220
1043;Tarsanas (Great Karst Animal Fold - AKS TS2);35,573957;24,082349;Y;;settlement;201;300;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1044;Tarsanas (Great Karst Animal Fold - AKS TS2);35,573957;24,082349;Y;;settlement;801;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1045;Taxiarchis (Agios Theodoros);35,277455;23,621276;Υ;;church;961;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;;;
1046;Tersanas - Ag. Nikolaos - AKS TS1a ;35,566435;24,082607;Y;;settlement\church;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1047;Tersanas - AKS ΤS10;35,574267;24,084903;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1048;Tholoi - Vigla (Patsideros);35,167081;25,222689;Y;;fortification;961;1205;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;;;
1049;Tholos - KAS 1 (Kavousi);35,152033;25,859972;Y;;cemetery\church\settlement;201;1205;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv78;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
1050;Thraphos ;34,936483;24,824901;Y;;settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;islet
1051;Thrapsano ;35,187803;25,280801;Y;;settlement;301;700;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;lamps, digit, coordinates: center of the settlement
1052;Thrapsano ;35,187803;25,280801;Y;;settlement;961;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
1053;Timios Stavros - AKS SV4;35,5929007;24,093448;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1054;Timios Stavros - AKS SV4;35,5929007;24,093448;Y;;settlement;961;1295;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1055;Timios Stavros (Aerinos);35,368834;23,600583;Y;;church;961;1205;Spitha-Pimple, Demetra. 1999. To diamerisma ton Chanion kata ten periodo tes Venetokratias (16os - 17os aionas) Ellotia 8, 15-25.;;;;
1056;Timios Stavros (Agios Ioannis);35,054692;25,840444;Y;;hamlet;301;824;Nowicki, K. (1990). The west Siteia mountains at the turn of the Bronze and Iron Ages. Aegaeum, 6, 189-198.;;;;
1057;Timios Stavros (Agios Ioannis);35,054692;25,840444;Y;;hamlet;961;1205;Nowicki, K. (1990). The west Siteia mountains at the turn of the Bronze and Iron Ages. Aegaeum, 6, 189-198.;;;;
1058;Timios Stavros (Nipos);35,379793;24,170638;Y;;church;961;1205;Antourakes, Georgios. 1978. Toichografimenoi Byzantinoi Naoi tes Kretes. Eparchia: Sfakion - Apokoronou - Rethymnes. Volume A. Athens.;;;;
1059;Ton Ellinon to pigadi (Chochlakies);35,151719;26,275495;Y;;settlement;201;824;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
1060;Topolia - Ag. Paraskevi/Timios Stavros;35,427771;23,684594;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
1061;Tou Spanou ta Kefalia (Pitsidia) - Komos;35,018474;24,762265;Y;;settlement\church;201;824;Shaw, Joseph W. and Maria C. Shaw, eds. 1995. Kommos 1: An Excavation on the South Coast of Crete. The Kommos Region and Houses of the Minoan Town. Part I: The Kommos Region, Ecology, and Minoan Industries. Princeton: Princeton University Press.;;;;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ43/40286/2607, ΥΠΠΟ/ΑΡΧ/Α1/Φ23/1197/3075, ΥΠΠΟ/ΑΡΧ/Α1/Φ23/8642/405
1062;Tou Spanou ta Kefalia (Pitsidia) - Komos;35,018474;24,762265;Y;;settlement\church;961;1205;Shaw, Joseph W. and Maria C. Shaw, eds. 1995. Kommos 1: An Excavation on the South Coast of Crete. The Kommos Region and Houses of the Minoan Town. Part I: The Kommos Region, Ecology, and Minoan Industries. Princeton: Princeton University Press.;;;;
1063;Tourkogeitonia (Archanes);35,236409;25,159745;Y;;city;201;824;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;ΑΔ Β3 Χρονικά 20 (1965);;coordinates:center of the settlement, official site Αριθ. 9597
1064;Tourkogeitonia (Archanes);35,236409;25,159745;Y;;city;961;1205;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;ΑΔ Β3 Χρονικά 20 (1965);;coordinates:center of the settlement, official site Αριθ. 9597
1065;Tourloti;35,158963;25,939307;Y;;cemetery\church\ cistern             ;201;300;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
1066;Tourloti;35,158963;25,939307;Y;;cemetery\church\ cistern             ;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1067;Trachiniakos;35,330705;23,73332;Y;;church;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1068;Trapeza (Tzermiado);35,198031;25,494334;Y;;settlement;301;824;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;Nowicki, K. (1998), Lasithi (Crete): One Hundred Years of Archaeological Research. Aegean Archaeology  3, 1996, 27-48;;
1069;Trapeza (Tzermiado);35,198031;25,494334;Y;;settlement;961;1205;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;Nowicki, K. (1998), Lasithi (Crete): One Hundred Years of Archaeological Research. Aegean Archaeology  3, 1996, 27-49;;
1970;Treis Ekklisies (Afentis Christos);34,953498;25,136052;Y;;church;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1071;Trypeta (Trypita);35,003577;24,905837;Y;;settlement;301;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1072;Trypiti (Poikilasos);35,238841;23,871854;Y;;settlement\cemetery\church;201;1000;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1073;Tsampi;35,313427;25,592725;Y;;hamlet;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1074;Tsilonera - AKS KL3;35,55256;24,082192;Y;;settlement;201;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1075;Tsiskiana - Ag. Apostoloi;35,318569;23,809938;Y;;church;961;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;;;
1076;Tsoutsouros (Inatos) ;34,987103;25,284314;Y;Y;city\port\cemetery\cistern\water construction;201;900;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1077;Tsoutsouros (Inatos) ;34,987103;25,284314;Y;Y;city\port\cemetery\cistern\water construction;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1078;Tsoutsouros (Inatos) ;34,987103;25,284314;Y;Y;church;313;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1079;Tylissos;35,29707;25,016997;Y;;coin;824;900;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;coordinates: village center
1080;Tympaki ;35,071794;24,76814;N;;settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;coordinates: village center
1081;Tympaki - FES20;35,059918;24,777372;Y;;settlement;201;400;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1082;Tympaki - FES20;35,059918;24,777372;Y;;settlement;1101;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
